,Country,Year,population,Value,protein_supply,consumption
4104,malawi,1961,3747.7529999999997,93500.0,60.4,0.78
4105,malawi,1962,3839.0429999999997,100000.0,60.47,0.82
4106,malawi,1963,3933.908,107000.0,63.38,0.85
4107,malawi,1964,4032.3709999999996,110000.0,66.3,0.86
4108,malawi,1965,4134.46,116700.0,67.22,0.89
4109,malawi,1966,4240.429,125000.0,67.54,0.93
4110,malawi,1967,4350.452,130500.0,65.1,0.95
4111,malawi,1968,4464.423,129730.0,68.37,0.94
4112,malawi,1969,4582.198,217300.0,67.26,1.53
4113,malawi,1970,4703.782,230500.0,71.26,1.63
4114,malawi,1971,4829.09,210500.0,73.84,1.44
4115,malawi,1972,4958.549,218000.0,72.3,1.48
4116,malawi,1973,5093.363,230800.0,72.89,1.52
4117,malawi,1974,5235.073,235000.0,72.04,1.55
4118,malawi,1975,5384.795,240000.0,70.33,1.53
4119,malawi,1976,5545.651,244000.0,69.99,1.53
4120,malawi,1977,5717.953,248800.0,69.13,1.52
4121,malawi,1978,5896.865,244200.0,68.58,1.5
4122,malawi,1979,6075.495,251200.0,65.81,1.5
4123,malawi,1980,6250.44,260500.0,64.65,1.51
4124,malawi,1981,6412.384,265100.0,65.26,1.5
4125,malawi,1982,6565.985,272100.0,66.06,1.5
4126,malawi,1983,6737.924,279100.0,62.75,1.5
4127,malawi,1984,6964.607,283700.0,60.16,1.47
4128,malawi,1985,7268.267,290700.0,59.89,1.45
4129,malawi,1986,7666.391,297700.0,58.16,1.4
4130,malawi,1987,8141.146,302300.0,57.51,1.34
4131,malawi,1988,8636.69,318600.0,57.08,1.33
4132,malawi,1989,9075.572,332600.0,54.13,1.32
4133,malawi,1990,9404.5,349000.0,52.39,1.33
4134,malawi,1991,9600.355,365000.0,51.42,1.37
4135,malawi,1992,9685.973,335000.0,49.14,1.25
4136,malawi,1993,9710.331,379000.0,50.91,1.44
4137,malawi,1994,9745.69,395000.0,50.32,1.52
4138,malawi,1995,9844.415,391000.0,51.48,1.55
4139,malawi,1996,10022.789,406000.0,52.97,1.6
4140,malawi,1997,10264.905999999999,409000.0,52.87,1.68
4141,malawi,1998,10552.338,400000.0,53.37,1.61
4142,malawi,1999,10854.322,409000.0,55.7,1.68
4143,malawi,2000,11148.758,415000.0,56.39,1.46
4144,malawi,2001,11432.0,405000.0,56.8,1.5
4145,malawi,2002,11713.663999999999,406000.0,56.03,1.5
4146,malawi,2003,12000.181,400000.0,56.41,1.48
4147,malawi,2004,12301.838,424000.0,56.14,1.43
4148,malawi,2005,12625.952,404000.0,56.51,1.36
4149,malawi,2006,12973.698999999999,355000.0,59.04,1.28
4150,malawi,2007,13341.806,360000.0,60.88,1.19
4151,malawi,2008,13727.89,364000.0,61.41,1.11
4152,malawi,2009,14128.155,368000.0,60.45,1.11
4153,malawi,2010,14539.612,375000.0,62.71,1.1
4154,malawi,2011,14962.115,384000.0,64.12,1.1
4155,malawi,2012,15396.015,390000.0,63.27,1.1
4156,malawi,2013,15839.286,418000.0,64.55,1.08
4157,malaysia,1961,8417.824,220000.0,46.86,2.15
4158,malaysia,1962,8692.341999999999,330000.0,48.76,2.73
4159,malaysia,1963,8973.788,440000.0,49.73,3.22
4160,malaysia,1964,9253.841999999999,550000.0,47.99,3.8
4161,malaysia,1965,9526.558,660000.0,47.94,4.35
4162,malaysia,1966,9790.084,770000.0,48.61,4.64
4163,malaysia,1967,10046.325,880000.0,49.29,4.97
4164,malaysia,1968,10297.983,990000.0,50.4,5.38
4165,malaysia,1969,10549.399,1100000.0,51.98,5.77
4166,malaysia,1970,10804.131000000001,1210000.0,50.9,6.23
4167,malaysia,1971,11062.433,1320000.0,50.83,6.58
4168,malaysia,1972,11324.277,1430000.0,50.92,7.01
4169,malaysia,1973,11592.638,1540000.0,53.59,7.38
4170,malaysia,1974,11871.104,1650000.0,55.16,7.75
4171,malaysia,1975,12162.187,1760000.0,54.73,7.95
4172,malaysia,1976,12468.688999999998,1870000.0,55.77,8.28
4173,malaysia,1977,12790.312,1980000.0,57.76,8.53
4174,malaysia,1978,13122.839,2090000.0,59.56,8.76
4175,malaysia,1979,13460.031,2200000.0,59.76,9.06
4176,malaysia,1980,13798.085,2311000.0,58.81,9.29
4177,malaysia,1981,14134.058,2270000.0,59.45,8.82
4178,malaysia,1982,14471.211000000001,2373000.0,59.26,9.03
4179,malaysia,1983,14819.423999999999,2686000.0,60.2,9.85
4180,malaysia,1984,15192.298,2892000.0,62.49,10.0
4181,malaysia,1985,15598.927,3098000.0,58.43,10.09
4182,malaysia,1986,16043.731000000002,3267000.0,58.15,10.2
4183,malaysia,1987,16522.0,3450000.0,59.86,10.16
4184,malaysia,1988,17022.465,3701000.0,60.08,10.28
4185,malaysia,1989,17528.961,4322000.0,60.61,11.77
4186,malaysia,1990,18029.824,5029000.0,62.76,12.62
4187,malaysia,1991,18519.936999999998,5513000.0,66.76,12.93
4188,malaysia,1992,19002.656000000003,5793000.0,71.09,13.09
4189,malaysia,1993,19484.898,6034000.0,71.64,13.07
4190,malaysia,1994,19977.5,6069000.0,73.29,12.62
4191,malaysia,1995,20487.607,6118000.0,75.85,12.46
4192,malaysia,1996,21017.612999999998,6207000.0,76.0,12.88
4193,malaysia,1997,21562.792999999998,6466000.0,77.59,12.64
4194,malaysia,1998,22114.654,6603000.0,74.86,12.82
4195,malaysia,1999,22661.298,6724000.0,76.76,12.14
4196,malaysia,2000,23194.257,6734000.0,76.38,11.96
4197,malaysia,2001,23709.119,6859000.0,74.82,11.06
4198,malaysia,2002,24208.391,7100000.0,76.12,9.69
4199,malaysia,2003,24698.819,7264000.0,75.73,12.18
4200,malaysia,2004,25190.652000000002,7431000.0,77.93,12.41
4201,malaysia,2005,25690.611,7621000.0,78.76,12.14
4202,malaysia,2006,26201.961,7816000.0,79.11,12.11
4203,malaysia,2007,26720.37,8201000.0,79.7,12.51
4204,malaysia,2008,27236.006,8715000.0,75.78,10.8
4205,malaysia,2009,27735.04,9270000.0,78.53,12.21
4206,malaysia,2010,28208.035,10482900.0,79.89,14.6
4207,malaysia,2011,28650.959,11299600.0,79.67,13.83
4208,malaysia,2012,29068.189,11683600.0,80.13,13.4
4209,malaysia,2013,29468.923,11399270.0,81.58,16.57
4210,mali,1961,5322.266,155000.0,49.94,0.65
4211,mali,1962,5381.368,163000.0,51.03,0.68
4212,mali,1963,5441.613,170000.0,51.34,0.7
4213,mali,1964,5503.7519999999995,177000.0,51.82,0.72
4214,mali,1965,5568.484,185000.0,49.97,0.75
4215,mali,1966,5635.859,178000.0,51.46,0.71
4216,mali,1967,5706.1990000000005,182000.0,53.25,0.72
4217,mali,1968,5780.835,186000.0,55.74,0.75
4218,mali,1969,5861.411999999999,193000.0,53.54,0.78
4219,mali,1970,5949.045,199000.0,57.91,0.82
4220,mali,1971,6044.53,200000.0,51.98,0.85
4221,mali,1972,6147.4580000000005,185000.0,50.01,0.76
4222,mali,1973,6256.187,161000.0,47.73,0.65
4223,mali,1974,6368.348000000001,170000.0,50.71,0.68
4224,mali,1975,6482.278,179000.0,53.1,0.7
4225,mali,1976,6596.728,175000.0,53.22,0.67
4226,mali,1977,6712.267,166000.0,52.44,0.63
4227,mali,1978,6831.085,179000.0,51.09,0.67
4228,mali,1979,6956.401999999999,166000.0,53.4,0.61
4229,mali,1980,7090.126,166000.0,50.31,0.6
4230,mali,1981,7234.728,180000.0,49.46,0.65
4231,mali,1982,7388.668000000001,193000.0,54.38,0.7
4232,mali,1983,7545.166,206000.0,52.09,0.75
4233,mali,1984,7694.855,225000.0,55.43,0.81
4234,mali,1985,7831.889,250000.0,59.24,0.88
4235,mali,1986,7952.865,283000.0,62.43,0.98
4236,mali,1987,8062.219,283000.0,63.28,0.97
4237,mali,1988,8171.522,283000.0,66.0,0.95
4238,mali,1989,8296.915,283000.0,65.45,0.93
4239,mali,1990,8449.913,283000.0,67.5,0.91
4240,mali,1991,8635.527,343300.0,66.41,0.89
4241,mali,1992,8850.334,343300.0,67.57,0.87
4242,mali,1993,9087.176,343300.0,66.76,0.85
4243,mali,1994,9334.88,343300.0,64.71,0.82
4244,mali,1995,9585.653,343300.0,67.85,0.79
4245,mali,1996,9837.571,343300.0,65.8,0.77
4246,mali,1997,10094.368,373300.0,66.71,0.75
4247,mali,1998,10360.561,343300.0,68.56,0.71
4248,mali,1999,10642.936000000002,343300.0,69.78,0.69
4249,mali,2000,10946.445,343300.0,68.13,0.67
4250,mali,2001,11271.6,343300.0,68.38,0.67
4251,mali,2002,11616.886999999999,343300.0,68.83,0.44
4252,mali,2003,11982.695,343300.0,71.12,0.46
4253,mali,2004,12369.07,343300.0,71.5,0.48
4254,mali,2005,12775.516000000001,343300.0,73.45,0.48
4255,mali,2006,13203.378,343300.0,73.86,0.5
4256,mali,2007,13651.464,343300.0,76.59,0.52
4257,mali,2008,14113.577,403217.0,77.71,1.09
4258,mali,2009,14581.428999999998,391017.0,80.26,1.0
4259,mali,2010,15049.353000000001,397933.0,81.6,0.99
4260,mali,2011,15514.59,389905.0,82.57,0.94
4261,mali,2012,15979.496000000001,367050.0,80.82,0.83
4262,mali,2013,16449.854,403755.0,85.2,0.91
4263,malta,1961,314.414,30000.0,87.39,8.08
4264,malta,1962,316.522,35000.0,86.47,8.95
4265,malta,1963,318.88599999999997,40000.0,89.65,8.97
4266,malta,1964,320.928,51600.0,89.87,10.51
4267,malta,1965,322.242,71200.0,90.68,12.12
4268,malta,1966,322.69599999999997,56340.0,88.47,8.55
4269,malta,1967,322.45799999999997,66360.0,88.1,10.67
4270,malta,1968,321.769,81684.0,91.64,13.34
4271,malta,1969,321.033,75924.0,94.64,12.34
4272,malta,1970,320.545,101928.0,94.61,16.68
4273,malta,1971,320.355,100860.0,97.7,17.1
4274,malta,1972,320.436,89208.0,97.8,14.82
4275,malta,1973,320.786,101664.0,95.92,16.84
4276,malta,1974,321.437,92544.0,94.3,15.05
4277,malta,1975,322.356,105132.0,98.65,17.26
4278,malta,1976,323.58,115716.0,102.67,18.62
4279,malta,1977,325.127,121812.0,101.23,19.25
4280,malta,1978,326.982,120216.0,100.3,19.32
4281,malta,1979,329.115,115548.0,98.94,17.71
4282,malta,1980,331.49699999999996,105103.0,103.3,15.92
4283,malta,1981,334.124,103034.0,97.41,15.68
4284,malta,1982,336.965,114207.0,92.49,16.76
4285,malta,1983,339.986,113431.0,93.15,16.57
4286,malta,1984,343.1,113793.0,91.01,16.35
4287,malta,1985,346.25,113800.0,95.37,16.17
4288,malta,1986,349.43,113800.0,89.09,15.99
4289,malta,1987,352.62300000000005,113800.0,93.33,15.95
4290,malta,1988,355.79900000000004,117200.0,94.74,16.19
4291,malta,1989,358.93300000000005,117200.0,98.21,16.27
4292,malta,1990,362.015,117200.0,93.34,16.22
4293,malta,1991,365.00199999999995,117200.0,101.28,16.22
4294,malta,1992,367.89099999999996,117200.0,99.97,16.25
4295,malta,1993,370.775,117200.0,97.54,16.63
4296,malta,1994,373.75,126200.0,95.69,16.55
4297,malta,1995,376.89599999999996,125900.0,103.87,19.55
4298,malta,1996,380.25300000000004,113200.0,106.26,14.24
4299,malta,1997,383.76,112452.0,107.77,14.35
4300,malta,1998,387.29,145965.0,109.38,19.11
4301,malta,1999,390.62699999999995,126438.0,110.84,16.49
4302,malta,2000,393.645,94700.0,109.34,10.94
4303,malta,2001,396.32800000000003,94737.0,108.11,11.12
4304,malta,2002,398.718,94737.0,110.33,10.91
4305,malta,2003,400.85900000000004,107684.0,111.99,14.09
4306,malta,2004,402.81699999999995,108333.0,111.97,12.23
4307,malta,2005,404.653,103228.0,110.15,11.69
4308,malta,2006,406.32800000000003,117500.0,111.14,14.24
4309,malta,2007,407.852,123200.0,114.8,14.99
4310,malta,2008,409.491,131750.0,112.39,15.84
4311,malta,2009,411.55199999999996,112150.0,109.52,13.79
4312,malta,2010,414.25300000000004,82100.0,107.32,10.22
4313,malta,2011,417.714,55386.0,108.52,8.5
4314,malta,2012,421.809,69628.0,107.55,10.18
4315,malta,2013,426.151,82475.0,110.36,11.64
4316,mauritania,1961,875.581,45000.0,87.43,1.39
4317,mauritania,1962,901.686,46250.0,85.72,1.38
4318,mauritania,1963,928.7339999999999,47500.0,85.15,1.38
4319,mauritania,1964,956.799,48750.0,84.11,1.39
4320,mauritania,1965,985.91,50000.0,81.7,1.37
4321,mauritania,1966,1016.1,51000.0,81.33,1.39
4322,mauritania,1967,1047.344,53400.0,81.65,1.42
4323,mauritania,1968,1079.58,55900.0,80.9,1.44
4324,mauritania,1969,1112.745,58300.0,78.99,1.46
4325,mauritania,1970,1146.78,60700.0,75.74,1.48
4326,mauritania,1971,1181.674,63100.0,75.82,1.49
4327,mauritania,1972,1217.4460000000001,65600.0,70.38,1.51
4328,mauritania,1973,1254.157,65600.0,70.57,1.47
4329,mauritania,1974,1291.855,67500.0,67.06,1.46
4330,mauritania,1975,1330.598,68000.0,70.03,1.46
4331,mauritania,1976,1370.3570000000002,69200.0,69.0,1.44
4332,mauritania,1977,1411.14,70400.0,71.57,1.44
4333,mauritania,1978,1453.0320000000002,72900.0,73.59,1.41
4334,mauritania,1979,1496.185,75300.0,70.98,1.43
4335,mauritania,1980,1540.64,77700.0,72.88,1.42
4336,mauritania,1981,1586.493,79000.0,74.24,1.42
4337,mauritania,1982,1633.652,82800.0,74.69,1.44
4338,mauritania,1983,1681.8629999999998,84700.0,79.46,1.45
4339,mauritania,1984,1730.7379999999998,89720.0,77.33,1.49
4340,mauritania,1985,1780.03,94440.0,79.76,1.54
4341,mauritania,1986,1829.675,99170.0,77.05,1.59
4342,mauritania,1987,1879.763,107890.0,77.67,1.62
4343,mauritania,1988,1930.433,108610.0,77.65,1.64
4344,mauritania,1989,1981.899,113330.0,79.38,1.69
4345,mauritania,1990,2034.346,118000.0,76.21,1.7
4346,mauritania,1991,2087.9120000000003,122700.0,78.03,1.71
4347,mauritania,1992,2142.645,118000.0,77.2,1.61
4348,mauritania,1993,2198.532,122000.0,75.91,1.62
4349,mauritania,1994,2255.516,126000.0,77.96,1.63
4350,mauritania,1995,2313.63,126000.0,73.49,1.58
4351,mauritania,1996,2372.901,126000.0,76.24,1.57
4352,mauritania,1997,2433.563,126000.0,74.88,1.48
4353,mauritania,1998,2496.216,127000.0,78.47,1.5
4354,mauritania,1999,2561.585,129000.0,73.93,1.59
4355,mauritania,2000,2630.219,129000.0,73.64,1.54
4356,mauritania,2001,2702.4,134000.0,77.2,1.81
4357,mauritania,2002,2778.099,134000.0,79.68,1.9
4358,mauritania,2003,2857.1479999999997,134000.0,82.39,1.64
4359,mauritania,2004,2939.2470000000003,134000.0,77.26,1.75
4360,mauritania,2005,3024.1940000000004,134000.0,79.03,1.6
4361,mauritania,2006,3111.906,136000.0,76.09,1.66
4362,mauritania,2007,3202.5170000000003,136000.0,79.49,1.65
4363,mauritania,2008,3296.238,136000.0,79.13,1.72
4364,mauritania,2009,3393.409,136000.0,78.85,1.43
4365,mauritania,2010,3494.195,136000.0,80.16,1.35
4366,mauritania,2011,3598.6479999999997,137500.0,79.06,1.43
4367,mauritania,2012,3706.555,140000.0,82.74,1.72
4368,mauritania,2013,3817.494,145000.0,84.96,2.13
4369,mauritius,1961,679.045,22000.0,49.15,1.54
4370,mauritius,1962,698.303,22000.0,49.84,1.48
4371,mauritius,1963,717.415,22000.0,48.54,1.45
4372,mauritius,1964,735.86,24000.0,49.95,1.54
4373,mauritius,1965,753.285,26000.0,47.47,1.63
4374,mauritius,1966,769.553,32000.0,48.45,1.94
4375,mauritius,1967,784.78,32000.0,46.38,1.89
4376,mauritius,1968,799.1360000000001,32000.0,47.52,1.85
4377,mauritius,1969,812.946,34000.0,45.73,1.93
4378,mauritius,1970,826.441,34660.0,50.28,1.93
4379,mauritius,1971,839.5980000000001,35420.0,49.76,1.94
4380,mauritius,1972,852.4,30240.0,51.09,1.63
4381,mauritius,1973,865.169,31000.0,50.59,1.65
4382,mauritius,1974,878.355,41000.0,53.7,2.03
4383,mauritius,1975,892.211,41000.0,53.94,1.94
4384,mauritius,1976,906.929,54880.0,55.79,2.72
4385,mauritius,1977,922.32,44940.0,59.61,2.07
4386,mauritius,1978,937.821,48000.0,61.77,2.19
4387,mauritius,1979,952.5880000000001,52000.0,60.83,2.27
4388,mauritius,1980,966.0310000000001,56000.0,60.26,2.46
4389,mauritius,1981,978.069,60000.0,60.9,2.61
4390,mauritius,1982,988.8919999999999,64000.0,57.58,2.72
4391,mauritius,1983,998.6310000000001,68000.0,59.04,2.88
4392,mauritius,1984,1007.5010000000001,72000.0,60.18,3.07
4393,mauritius,1985,1015.762,76000.0,60.32,3.17
4394,mauritius,1986,1023.279,80000.0,60.56,3.27
4395,mauritius,1987,1030.178,84000.0,63.94,3.47
4396,mauritius,1988,1037.26,84000.0,65.64,3.39
4397,mauritius,1989,1045.5919999999999,85000.0,64.96,3.26
4398,mauritius,1990,1055.868,86000.0,69.38,3.25
4399,mauritius,1991,1068.4389999999999,86000.0,70.46,3.36
4400,mauritius,1992,1082.9560000000001,87800.0,71.28,2.93
4401,mauritius,1993,1098.5919999999999,91800.0,70.96,2.98
4402,mauritius,1994,1114.137,93900.0,71.22,2.94
4403,mauritius,1995,1128.673,95900.0,72.07,2.96
4404,mauritius,1996,1141.948,98000.0,71.82,2.9
4405,mauritius,1997,1154.14,100000.0,72.92,2.95
4406,mauritius,1998,1165.2830000000001,100000.0,73.08,3.11
4407,mauritius,1999,1175.5739999999998,246000.0,74.99,9.18
4408,mauritius,2000,1185.145,250000.0,78.56,9.15
4409,mauritius,2001,1193.917,262000.0,79.86,9.35
4410,mauritius,2002,1201.812,276000.0,81.96,9.73
4411,mauritius,2003,1208.994,275000.0,83.09,9.59
4412,mauritius,2004,1215.677,280000.0,85.34,9.76
4413,mauritius,2005,1222.003,260000.0,83.97,8.85
4414,mauritius,2006,1228.089,220900.0,83.14,7.9
4415,mauritius,2007,1233.889,211800.0,86.71,7.11
4416,mauritius,2008,1239.262,185500.0,84.54,6.2
4417,mauritius,2009,1243.991,185500.0,89.72,5.5
4418,mauritius,2010,1247.955,185500.0,90.06,5.41
4419,mauritius,2011,1251.08,190900.0,89.03,5.55
4420,mauritius,2012,1253.488,203600.0,87.89,6.19
4421,mauritius,2013,1255.452,205500.0,88.36,6.32
4422,mexico,1961,38966.056000000004,3530600.0,62.62,3.04
4423,mexico,1962,40195.318999999996,3796000.0,61.7,3.17
4424,mexico,1963,41462.369,4414000.0,61.99,3.58
4425,mexico,1964,42771.079000000005,4411000.0,64.04,3.45
4426,mexico,1965,44123.852999999996,4732000.0,63.76,3.85
4427,mexico,1966,45519.737,5041000.0,65.26,4.15
4428,mexico,1967,46956.208,5824000.0,66.44,4.9
4429,mexico,1968,48431.972,5882000.0,66.6,4.78
4430,mexico,1969,49945.279,6554800.0,66.61,5.2
4431,mexico,1970,51493.565,6859362.0,66.73,5.59
4432,mexico,1971,53076.373,6355799.0,67.42,5.47
4433,mexico,1972,54689.943,7296000.0,68.43,6.13
4434,mexico,1973,56324.303,7594280.0,68.77,6.01
4435,mexico,1974,57966.804000000004,7051000.0,69.5,5.53
4436,mexico,1975,59607.953,8042783.0,70.06,5.91
4437,mexico,1976,61242.19,8301298.0,69.79,6.2
4438,mexico,1977,62869.903,9250000.0,71.43,6.67
4439,mexico,1978,64494.869000000006,10067400.0,73.21,7.1
4440,mexico,1979,66123.897,10350000.0,73.36,7.54
4441,mexico,1980,67761.372,10955259.0,83.34,7.91
4442,mexico,1981,69407.62400000001,11283900.0,87.71,7.97
4443,mexico,1982,71058.65400000001,11735270.0,84.48,8.22
4444,mexico,1983,72709.299,12159400.0,83.28,8.21
4445,mexico,1984,74352.631,12586200.0,78.79,8.36
4446,mexico,1985,75983.485,14049480.0,82.17,9.13
4447,mexico,1986,77599.098,18826448.0,81.01,10.8
4448,mexico,1987,79200.08099999999,18396768.0,78.52,10.47
4449,mexico,1988,80788.72099999999,20569136.0,79.61,11.63
4450,mexico,1989,82368.931,19758832.0,76.22,10.93
4451,mexico,1990,83943.132,20196000.0,77.79,10.14
4452,mexico,1991,85512.623,22827600.0,78.84,11.29
4453,mexico,1992,87075.138,23225400.0,79.72,11.25
4454,mexico,1993,88625.44,24671200.0,80.12,11.69
4455,mexico,1994,90156.4,24924400.0,80.59,11.61
4456,mexico,1995,91663.285,24839800.0,79.84,11.19
4457,mexico,1996,93147.04400000001,24717400.0,79.69,10.9
4458,mexico,1997,94611.002,26578800.0,81.4,11.61
4459,mexico,1998,96056.321,29223000.0,82.11,12.47
4460,mexico,1999,97484.832,32695800.0,83.72,13.71
4461,mexico,2000,98899.845,35758800.0,86.1,14.84
4462,mexico,2001,100298.153,37842800.0,87.67,15.47
4463,mexico,2002,101684.758,38012160.0,87.9,15.27
4464,mexico,2003,103081.02,37450640.0,87.37,14.97
4465,mexico,2004,104514.93199999999,40032600.0,87.32,15.62
4466,mexico,2005,106005.20300000001,40494400.0,87.06,15.6
4467,mexico,2006,107560.153,45801240.0,88.02,17.68
4468,mexico,2007,109170.502,45816660.0,88.65,17.39
4469,mexico,2008,110815.271,46744300.0,88.19,17.47
4470,mexico,2009,112463.88699999999,47206020.0,86.87,17.43
4471,mexico,2010,114092.963,47622740.0,87.14,17.34
4472,mexico,2011,115695.47300000001,49169728.0,85.44,17.68
4473,mexico,2012,117274.155,46360592.0,86.59,16.57
4474,mexico,2013,118827.161,50316920.0,87.63,18.34
4475,mongolia,1961,982.178,3500.0,85.24,0.16
4476,mongolia,1962,1011.324,4600.0,77.19,0.21
4477,mongolia,1963,1042.383,4400.0,78.9,0.19
4478,mongolia,1964,1074.514,4900.0,80.92,0.2
4479,mongolia,1965,1107.124,5800.0,83.62,0.24
4480,mongolia,1966,1139.961,7000.0,84.8,0.28
4481,mongolia,1967,1173.191,5600.0,84.65,0.21
4482,mongolia,1968,1207.104,5800.0,80.19,0.22
4483,mongolia,1969,1242.214,4800.0,79.78,0.18
4484,mongolia,1970,1278.825,5700.0,80.14,0.21
4485,mongolia,1971,1317.05,6000.0,76.95,0.21
4486,mongolia,1972,1356.67,6100.0,76.92,0.21
4487,mongolia,1973,1397.3039999999999,6800.0,78.19,0.22
4488,mongolia,1974,1438.425,7600.0,79.02,0.24
4489,mongolia,1975,1479.651,8400.0,80.01,0.26
4490,mongolia,1976,1520.865,8900.0,82.31,0.27
4491,mongolia,1977,1562.2089999999998,9900.0,78.42,0.29
4492,mongolia,1978,1603.906,15200.0,81.84,0.44
4493,mongolia,1979,1646.2910000000002,18700.0,80.91,0.53
4494,mongolia,1980,1689.622,21100.0,78.22,0.59
4495,mongolia,1981,1733.475,19200.0,76.92,0.52
4496,mongolia,1982,1777.727,19000.0,75.05,0.5
4497,mongolia,1983,1823.2160000000001,22100.0,77.25,0.57
4498,mongolia,1984,1871.09,23300.0,75.5,0.59
4499,mongolia,1985,1921.881,25900.0,72.86,0.65
4500,mongolia,1986,1976.31,27200.0,75.64,0.65
4501,mongolia,1987,2033.344,28700.0,73.56,0.66
4502,mongolia,1988,2089.715,31000.0,74.37,0.7
4503,mongolia,1989,2141.011,35800.0,73.06,0.79
4504,mongolia,1990,2184.145,38348.0,75.7,0.83
4505,mongolia,1991,2217.917,26005.0,78.23,0.55
4506,mongolia,1992,2243.495,18632.0,71.99,0.39
4507,mongolia,1993,2263.186,10000.0,68.74,0.21
4508,mongolia,1994,2280.479,3600.0,69.61,0.08
4509,mongolia,1995,2298.02,3500.0,75.11,0.08
4510,mongolia,1996,2316.5679999999998,4900.0,75.4,0.12
4511,mongolia,1997,2335.734,6060.0,77.51,0.16
4512,mongolia,1998,2355.6639999999998,6300.0,80.88,0.17
4513,mongolia,1999,2376.225,9600.0,84.48,0.27
4514,mongolia,2000,2397.4179999999997,6700.0,81.63,0.48
4515,mongolia,2001,2419.5879999999997,7700.0,77.32,0.66
4516,mongolia,2002,2443.271,4200.0,74.51,0.71
4517,mongolia,2003,2468.762,7100.0,73.14,0.96
4518,mongolia,2004,2496.391,16000.0,74.66,0.66
4519,mongolia,2005,2526.424,21300.0,72.9,0.52
4520,mongolia,2006,2558.856,19000.0,72.68,0.67
4521,mongolia,2007,2593.82,46200.0,75.9,1.06
4522,mongolia,2008,2631.8979999999997,47900.0,79.26,1.02
4523,mongolia,2009,2673.796,30800.0,81.92,0.91
4524,mongolia,2010,2719.8959999999997,53600.0,73.83,1.29
4525,mongolia,2011,2770.361,69400.0,76.95,1.82
4526,mongolia,2012,2824.698,56600.0,80.16,2.06
4527,mongolia,2013,2881.7909999999997,63198.0,80.79,2.23
4528,montenegro,2006,617.86,46727.0,101.08,4.35
4529,montenegro,2007,619.555,71299.0,106.1,5.69
4530,montenegro,2008,621.32,54635.0,110.36,5.24
4531,montenegro,2009,622.939,55984.0,109.79,5.79
4532,montenegro,2010,624.275,64198.0,111.13,6.8
4533,montenegro,2011,625.27,75804.0,111.04,8.7
4534,montenegro,2012,625.925,68060.0,106.59,8.16
4535,montenegro,2013,626.345,89720.0,112.07,11.6
4536,morocco,1961,12710.581,750848.0,54.48,2.39
4537,morocco,1962,13094.888,737520.0,53.19,2.43
4538,morocco,1963,13478.423,743568.0,54.49,2.35
4539,morocco,1964,13857.649,777560.0,57.36,2.46
4540,morocco,1965,14230.163,763112.0,58.2,2.34
4541,morocco,1966,14595.35,791504.0,55.75,2.38
4542,morocco,1967,14954.031,813680.0,57.67,2.39
4543,morocco,1968,15307.273000000001,851200.0,57.46,2.44
4544,morocco,1969,15656.843,862400.0,63.38,2.41
4545,morocco,1970,16004.731000000002,873600.0,61.6,2.39
4546,morocco,1971,16350.881000000001,880000.0,63.14,2.35
4547,morocco,1972,16696.891,950000.0,65.06,2.51
4548,morocco,1973,17048.518,960000.0,64.76,2.51
4549,morocco,1974,17413.144,1000000.0,67.81,2.56
4550,morocco,1975,17796.164,1020000.0,68.67,2.56
4551,morocco,1976,18198.843999999997,1115000.0,67.22,2.79
4552,morocco,1977,18620.093,1282700.0,67.93,3.14
4553,morocco,1978,19059.77,1390400.0,68.86,3.36
4554,morocco,1979,19516.942,1442300.0,71.16,3.41
4555,morocco,1980,19990.012,1417300.0,70.67,3.24
4556,morocco,1981,20479.715,1346200.0,71.65,2.97
4557,morocco,1982,20984.009,1423100.0,73.41,3.13
4558,morocco,1983,21495.086,1461540.0,73.12,3.08
4559,morocco,1984,22002.642999999996,1519230.0,75.29,3.13
4560,morocco,1985,22499.11,1826920.0,77.13,3.63
4561,morocco,1986,22980.335,2307690.0,80.35,4.51
4562,morocco,1987,23447.252,2953850.0,81.95,5.61
4563,morocco,1988,23903.592,3046150.0,83.37,5.72
4564,morocco,1989,24355.619,3184615.0,81.87,5.85
4565,morocco,1990,24807.462000000003,3369230.0,87.04,6.06
4566,morocco,1991,25260.404,3300000.0,86.28,5.83
4567,morocco,1992,25711.406000000003,3507690.0,79.1,6.08
4568,morocco,1993,26155.202999999998,3600000.0,77.05,6.21
4569,morocco,1994,26584.478,3653800.0,81.6,6.2
4570,morocco,1995,26994.25,3750000.0,77.9,6.22
4571,morocco,1996,27383.472999999998,3750000.0,83.46,6.07
4572,morocco,1997,27754.571,3850000.0,83.0,6.17
4573,morocco,1998,28110.443,3500000.0,83.61,5.4
4574,morocco,1999,28455.509,4700000.0,83.12,7.29
4575,morocco,2000,28793.679,4500000.0,81.56,6.92
4576,morocco,2001,29126.33,4500000.0,84.86,6.85
4577,morocco,2002,29454.767999999996,4500000.0,87.12,6.72
4578,morocco,2003,29782.884,4450000.0,88.2,6.52
4579,morocco,2004,30115.214,4450000.0,90.06,6.51
4580,morocco,2005,30455.561,4450000.0,88.73,6.45
4581,morocco,2006,30804.682999999997,4650000.0,92.53,6.62
4582,morocco,2007,31163.673,4988000.0,89.5,7.12
